
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.064,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.064,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.002,0.006,0.010,0.015,0.019,0.023,0.028,0.032,0.032,0.032,0.254,0.544,3.244,10.544,11.703,11.805,11.820,11.834,11.835,11.835,11.835,11.826,11.669,11.592,11.577,11.524,11.234,10.944,5.619,0.032,0.026,0.025,0.025,0.023,0.019,0.015,0.011,0.006,0.002,0.000
0.000,0.003,0.008,0.015,0.023,0.030,0.037,0.530,1.148,1.281,1.414,20.475,43.955,63.921,83.886,87.223,87.838,88.184,88.184,88.184,88.184,88.184,88.183,88.183,87.837,87.222,83.199,58.349,36.791,16.956,1.708,1.445,1.183,0.536,0.040,0.032,0.024,0.017,0.009,0.003,0.000
0.002,0.013,0.035,0.065,0.095,0.125,0.155,1.336,2.976,4.169,5.362,23.861,47.821,72.197,96.572,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,96.656,72.873,48.784,24.533,5.658,4.346,3.033,1.360,0.169,0.137,0.105,0.073,0.040,0.010,0.002

0.000,0.000,0.000,0.031,0.075,0.075,0.075,0.031,0.000,0.000,0.000
0.000,0.015,0.032,0.544,11.805,11.835,11.592,10.944,0.025,0.015,0.000
0.000,0.023,1.148,43.955,87.838,88.184,87.837,36.791,1.183,0.024,0.000
0.002,0.095,2.976,47.821,100.000,100.000,100.000,48.784,3.033,0.105,0.002

0.000,0.000,0.000,0.000,0.000,0.024,0.075,0.075,0.075,0.075,0.075,0.075,0.024,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000

0.002,0.045,0.116,1.439,4.660,42.086,99.440,100.000,100.000,100.000,100.000,99.454,43.077,4.886,1.463,0.128,0.052,0.002
0.000,0.001,0.002,0.003,0.021,0.050,0.051,0.059,0.065,0.065,0.061,0.052,0.052,0.022,0.003,0.002,0.001,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.024,0.075,0.075,0.075,0.075,0.075,0.075,0.024,0.000,0.000,0.000,0.000,0.000

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.001,0.002,0.003,0.021,0.050,0.051,0.059,0.065,0.065,0.061,0.052,0.052,0.022,0.003,0.002,0.001,0.000
0.002,0.045,0.116,1.439,4.660,42.086,99.440,100.000,100.000,100.000,100.000,99.454,43.077,4.886,1.463,0.128,0.052,0.002


0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.024,0.075,0.075,0.075,0.075,0.075,0.075,0.024,0.000,0.000,0.000,0.000,0.000

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.001,0.002,0.003,0.021,0.050,0.051,0.059,0.065,0.065,0.061,0.052,0.052,0.022,0.003,0.002,0.001,0.000
0.002,0.045,0.116,1.439,4.660,42.086,99.440,100.000,100.000,100.000,100.000,99.454,43.077,4.886,1.463,0.128,0.052,0.002

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.001,0.004,0.008,0.010,0.010,0.010,0.011,0.009,0.005,0.001,0.000,0.000,0.000,0.000
0.008,0.109,0.234,2.218,6.793,44.525,99.473,100.000,100.000,100.000,100.000,99.457,43.886,6.405,1.791,0.244,0.114,0.009
0.063,0.658,1.431,5.323,15.831,48.518,93.060,97.392,99.772,99.772,97.141,93.071,48.519,15.844,5.258,1.462,0.675,0.065

0.000,0.000,0.000,0.000,0.020,0.035,0.035,0.035,0.035,0.035,0.058,0.057,0.057,0.032,0.000,0.000,0.000,0.000
0.011,0.069,0.176,2.167,5.098,43.300,99.485,100.000,100.000,100.000,100.000,99.486,44.132,5.503,1.609,0.241,0.084,0.012
0.172,1.327,2.751,7.949,21.184,50.247,88.207,94.702,98.848,98.851,94.729,88.262,50.449,21.444,8.082,2.998,1.507,0.186
0.411,2.248,4.512,10.754,25.773,54.582,91.446,96.444,99.191,99.192,96.061,91.457,54.646,25.804,10.756,4.550,2.269,0.412

0.012,0.157,0.216,0.795,2.220,25.269,58.819,84.012,100.000,100.000,84.057,58.934,25.427,2.409,0.886,0.203,0.098,0.014
0.294,1.621,3.623,9.790,23.934,51.936,86.651,93.603,98.026,98.037,93.665,86.747,51.559,24.119,9.762,3.782,1.692,0.322
0.972,2.532,6.555,15.040,31.320,56.291,85.932,92.698,97.144,97.147,92.810,85.973,56.451,31.502,15.175,6.667,2.614,0.996
1.369,1.787,7.445,16.672,33.347,59.161,90.795,95.594,98.884,98.885,95.597,90.802,59.197,33.403,16.723,7.685,1.852,1.388


0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.001,0.003,0.004,0.008,0.021,0.124,0.296,2.004,11.554,30.467,32.426,33.015,33.157,33.158,33.018,32.429,30.471,11.680,2.208,0.536,0.220,0.028,0.029,0.022,0.014,0.005

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.005,0.007,0.007,0.007,0.007,0.007,0.008,0.008,0.008,0.005,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.028,0.257,0.580,0.876,1.355,7.304,12.777,35.795,69.608,97.183,99.170,99.837,100.000,100.000,99.839,99.181,97.206,69.787,36.092,13.091,7.528,1.416,0.775,0.480,0.217,0.028

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.007,0.036,0.077,0.126,0.284,2.278,3.042,15.616,43.151,78.252,93.872,94.787,94.787,94.792,90.441,75.753,75.753,43.764,16.500,3.082,0.805,0.271,0.145,0.084,0.040,0.008
0.290,1.196,2.455,3.753,5.533,15.345,25.008,43.721,68.374,89.614,93.434,97.467,98.598,98.599,97.474,93.453,89.643,68.411,43.852,25.135,15.301,5.614,3.817,2.498,1.219,0.298

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.001,0.003,0.005,0.032,0.064,0.084,0.085,0.132,0.191,0.223,0.240,0.240,0.187,0.140,0.140,0.106,0.051,0.006,0.003,0.001,0.000,0.000,0.000
0.228,0.973,1.998,3.112,4.844,14.461,23.828,42.070,67.089,89.835,93.227,97.649,98.907,98.913,97.983,94.576,90.136,69.367,43.952,24.308,14.799,5.036,3.240,2.081,1.016,0.255
1.208,1.294,3.221,7.153,11.484,22.751,33.881,50.557,70.892,88.603,92.786,96.757,97.863,97.864,96.761,92.796,88.622,70.946,50.655,33.937,22.688,11.571,7.326,3.380,1.331,1.136


0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000


0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.001,0.002,0.003,0.005,0.010,0.019,0.076,0.197,0.723,2.057,7.393,24.731,31.202,32.590,32.984,33.157,33.158,33.158,32.986,32.593,31.205,24.771,7.546,2.260,0.954,0.361,0.126,0.028,0.028,0.025,0.019,0.012,0.005

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.003,0.004,0.006,0.007,0.007,0.007,0.007,0.007,0.008,0.008,0.008,0.008,0.007,0.005,0.003,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.028,0.186,0.438,0.691,0.904,1.077,5.445,9.923,14.120,36.877,63.509,88.920,97.929,99.344,99.800,100.000,100.000,100.000,99.803,99.353,97.947,88.990,63.722,37.171,14.452,10.198,5.618,1.123,0.823,0.570,0.365,0.159,0.028

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.007,0.028,0.059,0.091,0.135,0.191,1.655,2.775,3.168,16.257,35.863,66.230,84.109,94.787,94.787,94.787,94.787,94.795,89.466,77.277,75.753,66.432,36.605,17.140,3.744,1.675,0.638,0.241,0.158,0.099,0.065,0.030,0.008
0.290,0.920,1.904,2.888,3.928,5.023,12.279,19.892,27.415,44.492,63.760,82.987,91.047,94.053,97.214,98.598,98.599,98.600,97.222,94.070,91.072,83.019,63.798,44.618,27.602,19.894,12.274,5.109,3.995,2.938,1.938,0.939,0.298

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.001,0.003,0.004,0.014,0.040,0.065,0.084,0.085,0.093,0.142,0.189,0.214,0.240,0.240,0.240,0.196,0.149,0.140,0.139,0.107,0.065,0.022,0.005,0.003,0.001,0.000,0.000,0.000,0.000
0.228,0.749,1.550,2.350,3.282,4.345,11.456,18.880,26.156,42.823,62.122,82.817,91.107,93.864,97.369,98.905,98.911,98.914,97.774,95.163,91.801,83.574,64.881,44.775,26.672,19.285,11.748,4.528,3.418,2.447,1.615,0.784,0.255
1.208,1.282,1.512,4.564,7.654,10.782,19.230,27.984,36.657,51.193,67.080,82.962,90.171,93.417,96.509,97.863,97.864,97.864,96.514,93.427,90.188,82.992,67.142,51.289,36.756,27.946,19.214,10.880,7.816,4.740,1.649,1.278,1.136

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.015,0.060,0.131,0.203,0.255,0.289,0.688,1.615,3.383,27.536,53.346,68.631,73.958,76.685,92.904,100.000,100.000,100.000,92.925,76.753,74.079,68.789,53.507,28.116,4.311,1.973,0.804,0.366,0.339,0.276,0.177,0.079,0.017
0.973,1.154,2.559,4.838,7.601,10.849,18.912,27.386,36.011,50.164,65.583,80.972,88.052,91.363,94.725,96.198,96.201,96.206,94.752,91.421,88.135,81.098,65.796,50.537,36.558,28.059,19.418,11.040,7.889,5.173,2.892,1.425,1.097
2.348,3.270,4.390,8.144,11.841,15.480,23.802,32.519,41.372,55.288,70.403,85.610,92.173,94.785,97.241,98.316,98.317,98.317,97.167,94.537,92.061,85.666,70.601,55.448,41.454,32.604,23.890,15.569,11.932,8.240,4.494,3.351,2.403

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.001,0.001,0.001,0.001,0.002,0.006,0.009,0.025,0.062,0.099,0.127,0.128,0.176,0.453,0.709,0.736,0.763,0.764,0.764,0.513,0.238,0.190,0.188,0.146,0.090,0.035,0.011,0.007,0.003,0.001,0.001,0.001,0.001
0.332,1.173,2.469,3.765,4.828,5.657,14.150,23.438,33.202,51.220,70.423,87.461,94.747,97.432,98.936,99.601,99.614,99.614,98.986,97.550,94.936,87.743,70.851,51.794,33.868,23.969,14.535,5.858,4.342,3.072,2.049,1.025,0.373
2.503,3.629,4.995,9.159,13.372,17.635,25.487,33.677,42.031,54.580,68.075,81.500,88.060,91.491,94.855,96.327,96.325,96.325,94.819,91.378,87.991,81.464,68.009,54.682,42.308,33.885,25.662,17.801,13.581,9.392,5.234,3.819,2.641
4.069,5.673,7.439,11.525,15.640,19.785,27.700,35.726,43.518,56.500,70.545,84.185,90.546,93.590,96.568,97.871,97.872,97.872,96.536,93.481,90.491,83.993,69.756,55.966,43.429,35.677,27.678,19.783,15.651,11.561,7.513,5.742,4.127

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
